Data;Produto;Volume (kg)
2022-10-13;Tomate;464
2022-10-14;Cebola;831
2022-05-03;Tomate;800
2022-08-04;Batata Inglesa;100
2022-09-30;Cebola;480
2022-10-27;Tomate;632
2022-11-17;Batata Inglesa;316
2022-11-01;Batata Inglesa;390
2022-02-10;Cebola;561
2022-07-01;Batata Inglesa;894
2022-07-27;Cebola;183
2022-12-27;Cebola;575
2022-05-26;Batata Inglesa;296
2022-09-19;Cebola;601
2022-11-02;Tomate;650
2022-07-29;Tomate;582
2022-05-31;Batata Inglesa;711
2022-02-24;Cebola;659
2022-08-15;Tomate;605
2022-09-01;Batata Inglesa;266
2022-12-23;Tomate;684
2022-11-03;Cebola;408
2022-10-27;Cebola;315
2022-07-25;Cebola;252
2022-01-26;Cebola;475
2022-01-05;Tomate;435
2022-03-17;Cebola;295
2022-05-31;Tomate;698
2022-09-28;Batata Inglesa;617
2022-12-15;Cebola;869
2022-09-06;Tomate;589
2022-09-15;Cebola;648
2022-05-13;Batata Inglesa;661
2022-12-22;Cebola;709
2022-08-19;Tomate;588
2022-08-03;Batata Inglesa;490
2022-10-06;Batata Inglesa;876
2022-11-25;Tomate;273
2022-01-11;Cebola;554
2022-02-07;Cebola;283
2022-02-18;Cebola;706
2022-08-30;Batata Inglesa;470
2022-12-06;Batata Inglesa;527
2022-04-01;Batata Inglesa;724
2022-12-15;Tomate;618
2022-03-10;Cebola;670
2022-06-07;Cebola;727
2022-05-12;Batata Inglesa;405
2022-01-13;Cebola;642
2022-06-27;Batata Inglesa;403
2022-10-06;Cebola;305
2022-05-31;Cebola;710
2022-01-11;Tomate;748
2022-08-10;Tomate;599
2022-05-02;Cebola;704
2022-04-05;Cebola;316
2022-08-25;Batata Inglesa;533
2022-04-14;Batata Inglesa;658
2022-03-28;Tomate;436
2022-05-23;Cebola;443
2022-12-23;Batata Inglesa;546
2022-03-07;Batata Inglesa;618
2022-06-21;Cebola;480
2022-05-17;Tomate;596
2022-10-10;Cebola;514
2022-07-21;Cebola;438
2022-10-05;Cebola;512
2022-09-13;Tomate;524
2022-10-27;Tomate;227
2022-07-11;Batata Inglesa;533
2022-03-01;Cebola;594
2022-06-27;Tomate;919
2022-01-05;Batata Inglesa;681
2022-12-23;Batata Inglesa;709
2022-03-29;Cebola;580
2022-02-03;Tomate;454
2022-02-18;Tomate;660
2022-03-22;Cebola;435
2022-11-24;Cebola;308
2022-03-17;Batata Inglesa;181
2022-05-25;Tomate;349
2022-07-27;Cebola;579
2022-05-18;Cebola;398
2022-11-15;Cebola;745
2022-05-09;Batata Inglesa;236
2022-05-10;Tomate;451
2022-11-02;Cebola;988
2022-04-11;Tomate;273
2022-04-28;Tomate;501
2022-07-11;Tomate;236
2022-03-04;Cebola;393
2022-05-25;Cebola;303
2022-02-02;Tomate;918
2022-05-20;Cebola;999
2022-06-27;Batata Inglesa;126
2022-12-12;Batata Inglesa;407
2022-02-07;Batata Inglesa;776
2022-10-07;Tomate;337
2022-09-05;Batata Inglesa;207
2022-03-25;Tomate;558
2022-08-31;Batata Inglesa;641
2022-08-19;Cebola;957
2022-02-14;Batata Inglesa;580
2022-09-12;Batata Inglesa;895
2022-05-12;Tomate;695
2022-01-31;Tomate;443
2022-08-22;Cebola;630
2022-10-25;Cebola;386
2022-07-13;Cebola;677
2022-03-30;Tomate;922
2022-12-09;Cebola;999
2022-08-09;Batata Inglesa;894
2022-03-15;Batata Inglesa;569
2022-01-31;Batata Inglesa;709
2022-01-18;Batata Inglesa;436
2022-05-04;Cebola;737
2022-06-08;Batata Inglesa;378
2022-03-24;Batata Inglesa;842
2022-08-16;Tomate;493
2022-05-31;Batata Inglesa;760
2022-04-06;Batata Inglesa;582
2022-06-23;Cebola;500
2022-08-15;Tomate;100
2022-09-23;Tomate;430
2022-06-15;Tomate;656
2022-08-01;Batata Inglesa;477
2022-08-23;Tomate;415
2022-05-05;Batata Inglesa;496
2022-12-12;Cebola;700
2022-08-16;Cebola;469
2022-06-07;Batata Inglesa;235
2022-08-19;Tomate;486
2022-05-18;Batata Inglesa;585
2022-11-21;Batata Inglesa;454
2022-03-21;Tomate;100
2022-04-28;Cebola;545
2022-03-16;Batata Inglesa;824
2022-02-25;Tomate;713
2022-03-14;Batata Inglesa;543
2022-10-26;Batata Inglesa;248
2022-11-28;Tomate;397
2022-05-10;Batata Inglesa;487
2022-09-30;Tomate;411
2022-01-19;Batata Inglesa;843
2022-03-24;Batata Inglesa;999
2022-03-07;Batata Inglesa;505
2022-02-24;Batata Inglesa;977
2022-11-09;Batata Inglesa;723
2022-12-22;Cebola;717
2022-01-13;Cebola;622
2022-02-02;Tomate;759
2022-07-01;Cebola;645
2022-09-08;Cebola;416
2022-08-26;Batata Inglesa;795
2022-09-09;Batata Inglesa;513
2022-01-24;Tomate;544
2022-10-04;Batata Inglesa;422
2022-08-08;Batata Inglesa;383
2022-06-10;Cebola;908
2022-05-31;Batata Inglesa;470
2022-11-23;Cebola;625
2022-06-14;Batata Inglesa;320
2022-05-09;Batata Inglesa;708
2022-06-06;Batata Inglesa;757
2022-03-09;Cebola;412
2022-06-22;Tomate;572
2022-03-04;Batata Inglesa;488
2022-03-14;Tomate;808
2022-09-29;Tomate;436
2022-09-19;Batata Inglesa;880
2022-11-28;Cebola;421
2022-03-09;Cebola;173
2022-04-26;Tomate;713
2022-10-07;Cebola;393
2022-07-21;Batata Inglesa;442
2022-08-16;Cebola;378
2022-08-30;Batata Inglesa;433
2022-04-06;Tomate;211
2022-03-25;Cebola;762
2022-12-16;Tomate;679
2022-06-03;Tomate;483
2022-08-16;Cebola;142
2022-12-13;Cebola;632
2022-11-29;Batata Inglesa;327
2022-09-21;Batata Inglesa;707
2022-08-26;Batata Inglesa;965
2022-05-30;Tomate;401
2022-12-16;Batata Inglesa;380
2022-06-29;Cebola;495
2022-06-28;Batata Inglesa;360
2022-08-04;Cebola;770
2022-04-08;Tomate;485
2022-05-24;Tomate;583
2022-12-27;Tomate;581
2022-12-02;Tomate;516
2022-01-17;Cebola;546
2022-11-29;Batata Inglesa;561
2022-09-19;Batata Inglesa;627
2022-01-07;Cebola;481
2022-03-11;Cebola;649
2022-01-07;Tomate;543
2022-04-19;Cebola;558
2022-06-02;Tomate;471
2022-10-14;Cebola;795
2022-03-15;Cebola;379
2022-12-21;Cebola;395
2022-01-10;Tomate;469
2022-11-15;Cebola;615
2022-03-11;Cebola;718
2022-09-16;Cebola;815
2022-01-27;Batata Inglesa;310
2022-09-13;Cebola;363
2022-01-05;Cebola;717
2022-04-22;Cebola;266
2022-04-05;Batata Inglesa;807
2022-12-01;Tomate;191
2022-09-21;Batata Inglesa;493
2022-12-20;Tomate;692
2022-07-28;Tomate;658
2022-02-04;Tomate;593
2022-01-17;Batata Inglesa;799
2022-07-28;Cebola;840
2022-09-27;Cebola;510
2022-08-31;Tomate;733
2022-07-06;Cebola;419
2022-05-30;Tomate;487
2022-07-20;Batata Inglesa;440
2022-01-11;Cebola;475
2022-07-20;Cebola;625
2022-12-26;Tomate;582
2022-12-08;Tomate;450
2022-11-03;Batata Inglesa;413
2022-05-12;Cebola;321
2022-10-21;Tomate;607
2022-03-03;Cebola;388
2022-06-20;Cebola;679
2022-07-14;Cebola;661
2022-04-11;Tomate;409
2022-12-27;Tomate;814
2022-06-10;Cebola;674
2022-02-23;Batata Inglesa;524
2022-12-30;Cebola;100
2022-10-18;Tomate;526
2022-01-10;Cebola;739
2022-10-27;Tomate;797
2022-04-11;Batata Inglesa;340
2022-10-04;Batata Inglesa;388
2022-08-23;Batata Inglesa;517
2022-03-18;Cebola;435
2022-07-01;Tomate;679
2022-10-18;Tomate;589
2022-02-21;Cebola;500
2022-12-14;Tomate;607
2022-01-31;Batata Inglesa;557
2022-11-21;Batata Inglesa;502
2022-05-03;Cebola;100
2022-08-01;Batata Inglesa;754
2022-07-11;Batata Inglesa;550
2022-04-18;Cebola;340
2022-02-17;Cebola;491
2022-02-24;Tomate;407
2022-08-12;Tomate;381
2022-11-17;Tomate;766
2022-03-01;Tomate;546
2022-06-28;Cebola;921
2022-07-01;Tomate;659
2022-11-14;Tomate;591
2022-04-15;Tomate;706
2022-12-20;Tomate;471
2022-03-24;Cebola;521
2022-05-24;Cebola;631
2022-07-20;Tomate;411
2022-04-28;Batata Inglesa;618
2022-08-26;Cebola;386
2022-06-27;Tomate;999
2022-10-24;Batata Inglesa;507
2022-01-20;Cebola;802
2022-08-18;Batata Inglesa;282
2022-01-04;Tomate;649
2022-05-20;Cebola;349
2022-05-10;Batata Inglesa;628
2022-10-06;Cebola;517
2022-09-09;Batata Inglesa;520
2022-06-21;Tomate;619
2022-11-30;Tomate;553
2022-12-13;Cebola;338
2022-12-01;Tomate;398
2022-01-06;Batata Inglesa;403
2022-11-04;Batata Inglesa;734
2022-10-21;Tomate;384
2022-06-14;Tomate;465
2022-05-03;Tomate;400
2022-05-18;Cebola;772
2022-09-28;Cebola;392
2022-07-13;Tomate;673
2022-10-11;Batata Inglesa;541
2022-09-29;Cebola;148
2022-04-20;Tomate;839
2022-07-20;Batata Inglesa;203
2022-05-26;Batata Inglesa;469
2022-02-15;Cebola;552
2022-12-20;Tomate;544
2022-03-03;Cebola;441
2022-05-05;Cebola;895
2022-12-26;Cebola;662
2022-09-16;Batata Inglesa;688
2022-05-18;Batata Inglesa;342
2022-06-06;Batata Inglesa;501
2022-03-14;Batata Inglesa;647
2022-01-28;Batata Inglesa;491
2022-11-16;Cebola;898
2022-03-16;Cebola;432
2022-05-18;Tomate;791
2022-02-07;Batata Inglesa;438
2022-12-22;Tomate;581
2022-07-28;Tomate;480
2022-09-22;Tomate;660
2022-05-10;Cebola;879
2022-07-04;Batata Inglesa;200
2022-04-13;Batata Inglesa;624
2022-07-07;Batata Inglesa;824
2022-04-06;Batata Inglesa;476
2022-07-29;Tomate;724
2022-04-18;Tomate;289
2022-02-07;Tomate;243
2022-06-08;Batata Inglesa;405
2022-11-25;Batata Inglesa;261
2022-07-14;Cebola;569
2022-10-11;Batata Inglesa;679
2022-09-27;Batata Inglesa;488
2022-01-14;Batata Inglesa;446
2022-12-20;Cebola;600
2022-11-17;Cebola;412
2022-07-29;Batata Inglesa;304
2022-04-22;Cebola;750
2022-08-22;Cebola;285
2022-10-13;Tomate;242
2022-05-25;Tomate;599
2022-03-31;Cebola;732
2022-08-01;Tomate;514
2022-10-11;Tomate;864
2022-12-07;Cebola;661
2022-11-02;Cebola;288
2022-01-26;Batata Inglesa;583
2022-03-14;Tomate;652
2022-09-27;Tomate;350
2022-07-11;Batata Inglesa;200
2022-05-26;Batata Inglesa;470
2022-05-02;Cebola;621
2022-08-03;Tomate;829
2022-01-07;Batata Inglesa;412
2022-08-23;Tomate;476
2022-12-20;Cebola;747
2022-09-06;Tomate;336
2022-03-23;Cebola;658
2022-08-05;Cebola;679
2022-04-06;Batata Inglesa;519
2022-06-06;Cebola;808
2022-06-15;Batata Inglesa;740
2022-07-13;Tomate;359
2022-11-28;Batata Inglesa;667
2022-03-24;Tomate;732
2022-02-28;Batata Inglesa;342
2022-10-19;Cebola;399
2022-12-16;Tomate;931
2022-04-29;Cebola;752
2022-01-05;Tomate;999
2022-05-10;Batata Inglesa;619
2022-04-14;Cebola;431
2022-09-05;Tomate;610
2022-08-03;Cebola;802
2022-07-19;Cebola;999
2022-09-23;Batata Inglesa;647
2022-06-23;Batata Inglesa;517
2022-01-27;Tomate;420
2022-12-09;Tomate;657
2022-07-26;Tomate;501
2022-10-26;Cebola;382
2022-11-22;Cebola;604
2022-01-28;Tomate;456
2022-07-08;Cebola;775
2022-07-04;Cebola;499
2022-02-01;Batata Inglesa;509
2022-06-23;Batata Inglesa;322
2022-06-14;Tomate;573
2022-07-05;Cebola;412
2022-03-31;Tomate;568
2022-12-23;Batata Inglesa;734
2022-10-10;Tomate;526
2022-02-10;Cebola;278
2022-11-21;Batata Inglesa;641
2022-04-20;Batata Inglesa;315
2022-12-30;Tomate;525
2022-04-08;Batata Inglesa;715
2022-05-19;Tomate;379
2022-10-05;Batata Inglesa;555
2022-02-08;Cebola;507
2022-06-27;Tomate;308
2022-11-04;Cebola;518
2022-01-06;Cebola;562
2022-02-10;Cebola;682
2022-12-13;Batata Inglesa;753
2022-12-08;Tomate;623
2022-03-02;Tomate;730
2022-09-20;Cebola;410
2022-12-28;Batata Inglesa;561
2022-01-28;Batata Inglesa;682
2022-08-30;Batata Inglesa;988
2022-06-14;Batata Inglesa;551
2022-03-16;Cebola;535
2022-11-15;Cebola;623
2022-03-14;Cebola;381
2022-07-26;Cebola;287
2022-04-28;Tomate;570
2022-10-20;Tomate;303
2022-01-06;Cebola;999
2022-09-02;Cebola;248
2022-07-21;Tomate;314
2022-06-28;Cebola;459
2022-07-01;Tomate;682
2022-01-21;Cebola;481
2022-11-23;Batata Inglesa;131
2022-05-05;Batata Inglesa;511
2022-08-10;Cebola;406
2022-07-15;Tomate;566
2022-06-02;Tomate;623
2022-04-22;Tomate;289
2022-09-06;Batata Inglesa;518
2022-08-05;Batata Inglesa;377
2022-08-16;Tomate;401
2022-02-18;Tomate;557
2022-04-19;Tomate;466
2022-08-05;Cebola;698
2022-04-19;Cebola;760
2022-02-28;Batata Inglesa;472
2022-11-23;Cebola;500
2022-08-15;Batata Inglesa;579
2022-07-11;Batata Inglesa;579
2022-03-08;Batata Inglesa;550
2022-12-14;Cebola;518
2022-02-15;Cebola;502
2022-03-04;Batata Inglesa;117
2022-06-24;Batata Inglesa;610
2022-11-03;Tomate;674
2022-03-02;Cebola;563
2022-01-17;Cebola;568
2022-09-19;Cebola;100
2022-09-28;Tomate;405
2022-04-22;Tomate;554
2022-02-18;Cebola;655
2022-01-06;Batata Inglesa;447
2022-12-05;Cebola;399
2022-11-09;Batata Inglesa;325
2022-03-10;Batata Inglesa;553
2022-07-15;Batata Inglesa;672
2022-08-29;Tomate;660
2022-01-20;Cebola;461
2022-06-03;Cebola;476
2022-04-05;Batata Inglesa;491
2022-03-17;Batata Inglesa;415
2022-11-01;Batata Inglesa;694
2022-05-27;Tomate;768
2022-11-30;Tomate;458
2022-06-24;Batata Inglesa;111
2022-03-24;Tomate;433
2022-03-28;Tomate;677
2022-12-20;Cebola;335
2022-07-20;Batata Inglesa;530
2022-10-11;Batata Inglesa;371
2022-01-21;Tomate;337
2022-10-28;Cebola;764
2022-08-16;Batata Inglesa;373
2022-02-08;Cebola;506
2022-07-25;Tomate;285
2022-07-08;Batata Inglesa;673
2022-11-10;Cebola;648
2022-12-02;Batata Inglesa;541
2022-07-14;Tomate;387
2022-03-29;Tomate;379
2022-04-19;Cebola;428
2022-03-15;Cebola;519
2022-11-10;Tomate;682
2022-03-08;Batata Inglesa;432
2022-06-24;Tomate;329
2022-02-24;Tomate;753
2022-06-01;Cebola;660
2022-02-16;Tomate;209
2022-03-09;Tomate;519
2022-08-23;Tomate;641
2022-05-18;Tomate;642
2022-06-16;Cebola;604
2022-07-22;Tomate;900
2022-02-21;Cebola;387
2022-11-02;Cebola;447
2022-04-18;Batata Inglesa;556
2022-01-12;Batata Inglesa;240
2022-09-14;Cebola;311
2022-01-07;Batata Inglesa;784
2022-02-22;Tomate;685
2022-04-14;Tomate;700
2022-12-05;Tomate;476
2022-07-20;Tomate;709
2022-05-05;Tomate;689
2022-01-13;Tomate;238
2022-07-12;Batata Inglesa;347
2022-04-11;Cebola;507
2022-03-24;Batata Inglesa;521
2022-02-11;Batata Inglesa;680
2022-09-30;Tomate;162
2022-10-20;Tomate;327
2022-05-12;Cebola;451
2022-10-03;Batata Inglesa;610
2022-05-04;Batata Inglesa;487
2022-12-09;Batata Inglesa;793
2022-01-13;Cebola;574
2022-08-17;Cebola;556
2022-01-18;Batata Inglesa;307
2022-12-26;Batata Inglesa;443
2022-09-26;Cebola;389
2022-07-22;Tomate;408
2022-03-09;Batata Inglesa;288
2022-11-01;Cebola;321
2022-10-07;Cebola;463
2022-09-05;Tomate;705
2022-08-02;Cebola;913
2022-01-05;Tomate;748
2022-01-11;Batata Inglesa;391
2022-12-22;Tomate;132
2022-09-26;Cebola;397
2022-07-21;Tomate;666
2022-10-24;Tomate;297
2022-01-24;Tomate;690
2022-04-08;Tomate;520
2022-10-28;Batata Inglesa;672
2022-01-18;Batata Inglesa;506
2022-09-12;Cebola;428
2022-10-12;Batata Inglesa;843
2022-07-15;Tomate;593
2022-06-03;Cebola;742
2022-09-30;Cebola;734
2022-01-14;Batata Inglesa;448
2022-05-09;Batata Inglesa;718
2022-03-25;Cebola;710
2022-09-01;Batata Inglesa;732
2022-12-19;Cebola;256
2022-06-30;Batata Inglesa;799
2022-05-25;Tomate;403
2022-03-17;Cebola;473
2022-09-06;Cebola;505
2022-05-02;Batata Inglesa;499
2022-10-31;Batata Inglesa;133
2022-06-27;Batata Inglesa;999
2022-03-04;Tomate;486
2022-02-21;Tomate;713
2022-09-26;Tomate;517
2022-08-16;Tomate;836
2022-05-19;Tomate;537
2022-03-24;Cebola;458
2022-12-28;Cebola;968
2022-02-07;Cebola;230
2022-12-01;Tomate;507
2022-09-19;Tomate;597
2022-04-29;Batata Inglesa;664
2022-08-30;Batata Inglesa;716
2022-03-31;Tomate;794
2022-03-24;Batata Inglesa;999
2022-03-29;Cebola;378
2022-05-27;Batata Inglesa;999
2022-08-22;Batata Inglesa;642
2022-10-13;Batata Inglesa;331
2022-09-14;Batata Inglesa;455
2022-08-03;Batata Inglesa;415
2022-07-05;Tomate;582
2022-10-04;Tomate;586
2022-01-18;Cebola;532
2022-12-20;Batata Inglesa;465
2022-09-27;Cebola;594
2022-02-07;Cebola;814
2022-10-31;Batata Inglesa;226
2022-04-11;Cebola;801
2022-09-15;Batata Inglesa;611
2022-09-16;Tomate;626
2022-07-04;Tomate;664
2022-05-11;Tomate;301
2022-01-05;Batata Inglesa;743
2022-08-04;Tomate;593
2022-12-21;Batata Inglesa;447
2022-05-06;Cebola;564
2022-06-27;Cebola;721
2022-06-30;Cebola;801
2022-04-06;Batata Inglesa;534
2022-02-15;Batata Inglesa;400
2022-04-01;Cebola;328
2022-04-29;Cebola;781
2022-12-07;Tomate;599
2022-01-05;Batata Inglesa;438
2022-12-07;Cebola;403
2022-01-18;Batata Inglesa;615
2022-07-12;Tomate;350
2022-06-15;Tomate;439
2022-10-07;Cebola;505
2022-08-26;Batata Inglesa;775
2022-02-25;Cebola;559
2022-06-17;Batata Inglesa;724
2022-08-24;Cebola;861
2022-08-26;Tomate;584
2022-11-08;Cebola;652
2022-01-10;Cebola;431
2022-01-05;Batata Inglesa;477
2022-06-16;Batata Inglesa;646
2022-07-14;Batata Inglesa;404
2022-11-18;Batata Inglesa;363
2022-02-15;Batata Inglesa;335
2022-11-24;Tomate;518
2022-06-20;Tomate;662
2022-09-20;Cebola;370
2022-08-19;Cebola;376
2022-05-24;Tomate;660
2022-02-09;Batata Inglesa;423
2022-04-29;Tomate;724
2022-04-25;Batata Inglesa;348
2022-06-22;Batata Inglesa;461
2022-07-27;Batata Inglesa;565
2022-08-05;Cebola;841
2022-04-19;Tomate;454
2022-04-22;Cebola;269
2022-10-03;Tomate;565
2022-02-21;Batata Inglesa;502
2022-08-31;Batata Inglesa;484
2022-04-22;Tomate;606
2022-07-01;Cebola;649
2022-10-07;Tomate;766
2022-12-16;Cebola;890
2022-08-22;Batata Inglesa;205
2022-09-01;Cebola;514
2022-08-03;Batata Inglesa;586
2022-07-05;Batata Inglesa;405
2022-07-05;Tomate;429
2022-10-05;Cebola;482
2022-01-24;Tomate;368
2022-03-09;Tomate;431
2022-12-05;Cebola;511
2022-06-20;Tomate;835
2022-11-17;Tomate;158
2022-12-02;Cebola;726
2022-05-02;Tomate;590
2022-10-19;Cebola;827
2022-02-01;Tomate;496
2022-08-01;Tomate;609
2022-02-04;Batata Inglesa;463
2022-11-09;Cebola;504
2022-05-04;Cebola;431
2022-02-16;Batata Inglesa;610
2022-05-11;Cebola;604
2022-05-06;Cebola;568
2022-12-02;Batata Inglesa;417
2022-06-02;Cebola;668
2022-05-27;Batata Inglesa;534
2022-07-29;Batata Inglesa;580
2022-03-03;Batata Inglesa;606
2022-08-29;Batata Inglesa;203
2022-02-24;Tomate;793
2022-12-22;Tomate;745
2022-03-14;Batata Inglesa;982
2022-12-28;Batata Inglesa;530
2022-11-02;Cebola;481
2022-03-18;Batata Inglesa;489
2022-01-05;Cebola;500
2022-08-15;Tomate;766
2022-02-25;Cebola;529
2022-08-08;Batata Inglesa;407
2022-05-12;Batata Inglesa;857
2022-08-26;Tomate;479
2022-05-04;Batata Inglesa;598
2022-10-25;Tomate;345
2022-08-24;Tomate;721
2022-08-01;Batata Inglesa;361
2022-06-06;Tomate;378
2022-11-04;Tomate;734
2022-01-11;Cebola;494
2022-01-14;Tomate;803
2022-05-11;Cebola;685
2022-09-21;Batata Inglesa;917
2022-11-10;Cebola;955
2022-07-05;Tomate;661
2022-11-23;Tomate;415
2022-11-14;Tomate;362
2022-04-14;Tomate;191
2022-03-04;Batata Inglesa;878
2022-03-22;Batata Inglesa;516
2022-11-18;Batata Inglesa;601
2022-04-27;Cebola;556
2022-06-09;Tomate;447
2022-06-07;Tomate;578
2022-02-14;Batata Inglesa;697
2022-01-25;Batata Inglesa;307
2022-07-13;Cebola;761
2022-03-08;Tomate;531
2022-06-10;Batata Inglesa;435
2022-05-19;Cebola;672
2022-12-16;Tomate;859
2022-10-28;Cebola;552
2022-12-23;Tomate;637
2022-06-08;Batata Inglesa;906
2022-05-09;Tomate;252
2022-01-11;Cebola;495
2022-02-21;Tomate;770
2022-05-25;Batata Inglesa;857
2022-06-14;Cebola;573
2022-04-26;Cebola;100
2022-02-10;Tomate;624
2022-02-17;Tomate;452
2022-10-26;Tomate;549
2022-03-28;Tomate;548
2022-12-29;Batata Inglesa;256
2022-03-04;Batata Inglesa;425
2022-08-04;Batata Inglesa;178
2022-09-27;Tomate;615
2022-06-21;Batata Inglesa;882
2022-03-09;Tomate;499
2022-03-07;Cebola;451
2022-05-27;Tomate;652
2022-10-18;Batata Inglesa;685
2022-04-11;Batata Inglesa;451
2022-08-03;Batata Inglesa;251
2022-02-16;Tomate;820
2022-10-25;Cebola;100
2022-08-23;Tomate;355
2022-05-16;Batata Inglesa;355
2022-11-23;Cebola;651
2022-02-28;Batata Inglesa;397
2022-01-31;Tomate;574
2022-04-04;Tomate;381
2022-09-29;Cebola;999
2022-01-07;Batata Inglesa;902
2022-05-04;Cebola;682
2022-03-18;Batata Inglesa;536
2022-02-03;Cebola;408
2022-04-04;Tomate;721
2022-10-13;Tomate;769
2022-02-09;Tomate;312
2022-01-11;Batata Inglesa;821
2022-11-28;Cebola;214
2022-09-12;Cebola;586
2022-05-10;Cebola;295
2022-03-15;Cebola;870
2022-09-27;Cebola;330
2022-03-01;Tomate;124
2022-03-28;Tomate;224
2022-04-19;Cebola;479
2022-08-10;Batata Inglesa;452
2022-05-09;Tomate;629
2022-02-04;Tomate;488
2022-03-16;Tomate;553
2022-04-12;Batata Inglesa;716
2022-09-28;Batata Inglesa;468
2022-01-26;Batata Inglesa;248
2022-02-15;Tomate;734
2022-04-05;Batata Inglesa;466
2022-09-30;Batata Inglesa;883
2022-04-27;Cebola;407
2022-12-22;Batata Inglesa;545
2022-11-23;Cebola;487
2022-09-27;Cebola;379
2022-03-18;Tomate;407
2022-03-23;Cebola;745
2022-03-09;Cebola;435
2022-05-04;Tomate;467
2022-04-26;Batata Inglesa;704
2022-05-20;Batata Inglesa;350
2022-08-03;Tomate;524
2022-09-13;Tomate;561
2022-12-07;Batata Inglesa;576
2022-03-15;Cebola;421
2022-11-03;Batata Inglesa;753
2022-07-25;Tomate;944
2022-07-04;Tomate;574
2022-05-31;Tomate;441
2022-02-22;Batata Inglesa;699
2022-04-05;Cebola;451
2022-04-19;Batata Inglesa;398
2022-10-13;Tomate;585
2022-11-01;Batata Inglesa;546
2022-07-07;Tomate;838
2022-12-02;Cebola;570
2022-10-04;Cebola;277
2022-05-20;Tomate;505
2022-03-29;Cebola;285
2022-04-13;Cebola;428
2022-09-06;Batata Inglesa;462
2022-08-10;Tomate;417
2022-09-12;Tomate;319
2022-12-05;Batata Inglesa;212
2022-12-21;Batata Inglesa;465
2022-06-27;Cebola;523
2022-09-08;Cebola;999
2022-11-07;Cebola;525
2022-05-16;Batata Inglesa;615
2022-08-10;Batata Inglesa;750
2022-03-21;Batata Inglesa;548
2022-05-06;Cebola;840
2022-05-25;Cebola;679
2022-01-18;Cebola;783
2022-07-29;Cebola;587
2022-09-07;Tomate;699
2022-04-01;Cebola;711
2022-03-04;Tomate;507
2022-02-18;Cebola;790
2022-02-17;Batata Inglesa;662
2022-03-17;Tomate;604
2022-11-10;Tomate;533
2022-09-16;Tomate;439
2022-10-03;Batata Inglesa;444
2022-06-27;Cebola;864
2022-06-23;Batata Inglesa;861
2022-06-03;Tomate;390
2022-02-01;Tomate;519
2022-03-11;Tomate;930
2022-06-24;Batata Inglesa;602
2022-07-29;Cebola;472
2022-08-18;Cebola;299
2022-05-30;Batata Inglesa;706
2022-07-08;Cebola;363
2022-05-09;Cebola;726
2022-10-24;Tomate;639
2022-11-11;Cebola;344
2022-12-26;Cebola;371
2022-03-29;Batata Inglesa;527
2022-10-27;Batata Inglesa;173
2022-06-23;Tomate;642
2022-05-25;Tomate;438
2022-06-03;Tomate;679
2022-05-27;Cebola;400
2022-08-01;Cebola;672
2022-12-12;Tomate;598
2022-10-31;Batata Inglesa;675
2022-01-28;Batata Inglesa;255
2022-07-18;Batata Inglesa;678
2022-04-15;Batata Inglesa;608
2022-01-31;Batata Inglesa;568
2022-09-01;Tomate;174
2022-04-05;Cebola;789
2022-09-19;Batata Inglesa;381
2022-12-26;Tomate;569
2022-12-29;Cebola;555
2022-12-08;Batata Inglesa;398
2022-05-11;Batata Inglesa;100
2022-09-16;Tomate;100
2022-02-07;Batata Inglesa;687
2022-06-23;Tomate;582
2022-07-11;Tomate;591
2022-07-08;Batata Inglesa;560
2022-12-16;Batata Inglesa;769
2022-12-27;Batata Inglesa;582
2022-03-03;Cebola;285
2022-02-14;Tomate;642
2022-06-30;Tomate;326
2022-05-05;Tomate;742
2022-03-29;Tomate;193
2022-07-27;Batata Inglesa;126
2022-06-20;Tomate;501
2022-03-31;Cebola;678
2022-11-07;Cebola;782
2022-05-24;Cebola;545
2022-02-01;Tomate;755
2022-08-03;Cebola;752
2022-02-09;Tomate;529
2022-11-14;Batata Inglesa;578
2022-01-19;Batata Inglesa;444
2022-05-13;Batata Inglesa;752
2022-05-23;Batata Inglesa;431
2022-06-20;Batata Inglesa;373
2022-12-07;Cebola;462
2022-04-27;Batata Inglesa;386
2022-10-27;Tomate;441
2022-11-15;Batata Inglesa;750
2022-11-28;Tomate;446
2022-10-24;Cebola;360
2022-05-26;Batata Inglesa;825
2022-02-18;Batata Inglesa;795
2022-01-28;Cebola;682
2022-11-18;Cebola;768
2022-10-04;Batata Inglesa;641
2022-02-04;Tomate;676
2022-04-04;Cebola;279
2022-01-12;Batata Inglesa;298
2022-09-08;Cebola;100
2022-01-19;Cebola;558
2022-11-22;Batata Inglesa;297
2022-10-28;Batata Inglesa;446
2022-05-02;Tomate;834
2022-07-29;Cebola;572
2022-04-21;Tomate;580
2022-07-19;Tomate;810
2022-09-02;Batata Inglesa;852
2022-06-03;Cebola;428
2022-12-20;Tomate;331
2022-02-10;Tomate;740
2022-12-07;Tomate;468
2022-10-27;Batata Inglesa;865
2022-01-07;Batata Inglesa;420
2022-11-17;Tomate;623
2022-02-25;Batata Inglesa;719
2022-01-10;Batata Inglesa;755
2022-05-03;Cebola;541
2022-10-31;Batata Inglesa;762
2022-01-04;Tomate;905
2022-01-11;Cebola;519
2022-01-10;Batata Inglesa;488
2022-09-09;Tomate;276
